year,disease_code,disease_name,category,age_group,age_numeric,sex,deaths,log_deaths
2023,TDU-02116,"Malig. neopl. of corpus uteri,uterus, part unspec.",Cancer,35 to under 40 years,37.5,Female,9,0.9542425094393249
2023,TDU-02116,"Malig. neopl. of corpus uteri,uterus, part unspec.",Cancer,40 to under 45 years,42.5,Female,14,1.146128035678238
2023,TDU-02116,"Malig. neopl. of corpus uteri,uterus, part unspec.",Cancer,45 to under 50 years,47.5,Female,35,1.5440680443502757
2023,TDU-02116,"Malig. neopl. of corpus uteri,uterus, part unspec.",Cancer,50 to under 55 years,52.5,Female,79,1.8976270912904414
2023,TDU-02116,"Malig. neopl. of corpus uteri,uterus, part unspec.",Cancer,55 to under 60 years,57.5,Female,158,2.1986570869544226
2023,TDU-02116,"Malig. neopl. of corpus uteri,uterus, part unspec.",Cancer,60 to under 65 years,62.5,Female,271,2.432969290874406
2023,TDU-02116,"Malig. neopl. of corpus uteri,uterus, part unspec.",Cancer,65 to under 70 years,67.5,Female,336,2.526339277389844
2023,TDU-02116,"Malig. neopl. of corpus uteri,uterus, part unspec.",Cancer,70 to under 75 years,72.5,Female,377,2.576341350205793
2023,TDU-02116,"Malig. neopl. of corpus uteri,uterus, part unspec.",Cancer,75 to under 80 years,77.5,Female,323,2.509202522331103
2023,TDU-02116,"Malig. neopl. of corpus uteri,uterus, part unspec.",Cancer,80 to under 85 years,82.5,Female,493,2.69284691927723
2023,TDU-02116,"Malig. neopl. of corpus uteri,uterus, part unspec.",Cancer,85 years and over,90.0,Female,629,2.798650645445269
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,20 to under 25 years,22.5,Female,6,0.7781512503836436
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,25 to under 30 years,27.5,Female,7,0.8450980400142568
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,30 to under 35 years,32.5,Female,20,1.3010299956639813
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,35 to under 40 years,37.5,Female,13,1.1139433523068367
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,40 to under 45 years,42.5,Female,47,1.6720978579357175
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,45 to under 50 years,47.5,Female,82,1.9138138523837167
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,50 to under 55 years,52.5,Female,209,2.3201462861110542
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,55 to under 60 years,57.5,Female,375,2.574031267727719
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,60 to under 65 years,62.5,Female,522,2.717670503002262
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,65 to under 70 years,67.5,Female,610,2.785329835010767
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,70 to under 75 years,72.5,Female,705,2.848189116991399
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,75 to under 80 years,77.5,Female,676,2.829946695941636
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,80 to under 85 years,82.5,Female,998,2.999130541287371
2023,TDU-02117,Malignant neoplasms of ovary,Cancer,85 years and over,90.0,Female,952,2.9786369483844743
2023,TDU-02118,Malignant neoplasms of prostate,Cancer,40 to under 45 years,42.5,Male,3,0.47712125471966244
2023,TDU-02118,Malignant neoplasms of prostate,Cancer,45 to under 50 years,47.5,Male,18,1.255272505103306
2023,TDU-02118,Malignant neoplasms of prostate,Cancer,50 to under 55 years,52.5,Male,66,1.8195439355418688
2023,TDU-02118,Malignant neoplasms of prostate,Cancer,55 to under 60 years,57.5,Male,219,2.3404441148401185
2023,TDU-02118,Malignant neoplasms of prostate,Cancer,60 to under 65 years,62.5,Male,588,2.7693773260761385
2023,TDU-02118,Malignant neoplasms of prostate,Cancer,65 to under 70 years,67.5,Male,1065,3.0273496077747564
2023,TDU-02118,Malignant neoplasms of prostate,Cancer,70 to under 75 years,72.5,Male,1817,3.2593549273080344
2023,TDU-02118,Malignant neoplasms of prostate,Cancer,75 to under 80 years,77.5,Male,2235,3.3492775274679554
2023,TDU-02118,Malignant neoplasms of prostate,Cancer,80 to under 85 years,82.5,Male,3853,3.5857990090130007
2023,TDU-02118,Malignant neoplasms of prostate,Cancer,85 years and over,90.0,Male,5330,3.7267272090265724
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,1 to under 15 years,8.0,Male,3,0.47712125471966244
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,1 to under 15 years,8.0,Female,5,0.6989700043360189
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,30 to under 35 years,32.5,Male,7,0.8450980400142568
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,35 to under 40 years,37.5,Male,8,0.9030899869919435
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,40 to under 45 years,42.5,Male,11,1.0413926851582251
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,40 to under 45 years,42.5,Female,3,0.47712125471966244
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,45 to under 50 years,47.5,Male,33,1.5185139398778875
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,45 to under 50 years,47.5,Female,12,1.0791812460476249
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,50 to under 55 years,52.5,Male,72,1.8573324964312685
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,50 to under 55 years,52.5,Female,25,1.3979400086720377
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,55 to under 60 years,57.5,Male,179,2.2528530309798933
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,55 to under 60 years,57.5,Female,51,1.7075701760979363
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,60 to under 65 years,62.5,Male,276,2.4409090820652177
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,60 to under 65 years,62.5,Female,106,2.0253058652647704
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,65 to under 70 years,67.5,Male,387,2.5877109650189114
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,65 to under 70 years,67.5,Female,147,2.167317334748176
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,70 to under 75 years,72.5,Male,454,2.6570558528571038
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,70 to under 75 years,72.5,Female,190,2.278753600952829
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,75 to under 80 years,77.5,Male,411,2.6138418218760693
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,75 to under 80 years,77.5,Female,226,2.3541084391474008
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,80 to under 85 years,82.5,Male,573,2.75815462196739
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,80 to under 85 years,82.5,Female,408,2.61066016308988
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,85 years and over,90.0,Male,681,2.833147111912785
2023,TDU-02119,"Malignant neoplasms of kidney, except renal pelvis",Cancer,85 years and over,90.0,Female,670,2.8260748027008264
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,30 to under 35 years,32.5,Female,3,0.47712125471966244
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,35 to under 40 years,37.5,Male,3,0.47712125471966244
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,35 to under 40 years,37.5,Female,4,0.6020599913279624
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,40 to under 45 years,42.5,Male,7,0.8450980400142568
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,40 to under 45 years,42.5,Female,8,0.9030899869919435
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,45 to under 50 years,47.5,Male,13,1.1139433523068367
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,45 to under 50 years,47.5,Female,11,1.0413926851582251
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,50 to under 55 years,52.5,Male,38,1.5797835966168101
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,50 to under 55 years,52.5,Female,22,1.3424226808222062
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,55 to under 60 years,57.5,Male,103,2.012837224705172
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,55 to under 60 years,57.5,Female,50,1.6989700043360187
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,60 to under 65 years,62.5,Male,194,2.287801729930226
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,60 to under 65 years,62.5,Female,106,2.0253058652647704
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,65 to under 70 years,67.5,Male,351,2.545307116465824
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,65 to under 70 years,67.5,Female,120,2.0791812460476247
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,70 to under 75 years,72.5,Male,470,2.6720978579357175
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,70 to under 75 years,72.5,Female,173,2.2380461031287955
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,75 to under 80 years,77.5,Male,554,2.74350976472843
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,75 to under 80 years,77.5,Female,205,2.311753861055754
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,80 to under 85 years,82.5,Male,935,2.9708116108725178
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,80 to under 85 years,82.5,Female,417,2.6201360549737576
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,85 years and over,90.0,Male,1463,3.1652443261253107
2023,TDU-02120,Malignant neoplasms of bladder,Cancer,85 years and over,90.0,Female,826,2.9169800473203824
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,under 1 year,0.5,Female,3,0.47712125471966244
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,1 to under 15 years,8.0,Male,38,1.5797835966168101
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,1 to under 15 years,8.0,Female,16,1.2041199826559248
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,15 to under 20 years,17.5,Male,20,1.3010299956639813
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,15 to under 20 years,17.5,Female,6,0.7781512503836436
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,20 to under 25 years,22.5,Male,21,1.3222192947339193
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,20 to under 25 years,22.5,Female,12,1.0791812460476249
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,25 to under 30 years,27.5,Male,28,1.4471580313422192
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,25 to under 30 years,27.5,Female,14,1.146128035678238
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,30 to under 35 years,32.5,Male,38,1.5797835966168101
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,30 to under 35 years,32.5,Female,19,1.2787536009528289
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,35 to under 40 years,37.5,Male,36,1.5563025007672873
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,35 to under 40 years,37.5,Female,30,1.4771212547196624
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,40 to under 45 years,42.5,Male,88,1.9444826721501687
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,40 to under 45 years,42.5,Female,48,1.6812412373755872
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,45 to under 50 years,47.5,Male,104,2.0170333392987803
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,45 to under 50 years,47.5,Female,57,1.7558748556724915
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,50 to under 55 years,52.5,Male,198,2.296665190261531
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,50 to under 55 years,52.5,Female,125,2.0969100130080562
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,55 to under 60 years,57.5,Male,407,2.60959440922522
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,55 to under 60 years,57.5,Female,239,2.3783979009481375
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,60 to under 65 years,62.5,Male,711,2.851869600729766
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,60 to under 65 years,62.5,Female,450,2.6532125137753435
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,65 to under 70 years,67.5,Male,994,2.997386384397313
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,65 to under 70 years,67.5,Female,590,2.7708520116421442
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,70 to under 75 years,72.5,Male,1532,3.185258765296585
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,70 to under 75 years,72.5,Female,964,2.984077033902831
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,75 to under 80 years,77.5,Male,1748,3.2425414282983844
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,75 to under 80 years,77.5,Female,1232,3.090610707828407
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,80 to under 85 years,82.5,Male,2672,3.426836453803508
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,80 to under 85 years,82.5,Female,2132,3.3287872003545345
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,85 years and over,90.0,Male,2505,3.3988077302032647
2023,TDU-02121,"Malig. neopl.of lymphoid,haematopoietic,rel.tissue",Cancer,85 years and over,90.0,Female,2736,3.4371160930480786
2023,TDU-02122,Leukaemia,Cancer,under 1 year,0.5,Female,3,0.47712125471966244
2023,TDU-02122,Leukaemia,Cancer,1 to under 15 years,8.0,Male,29,1.462397997898956
2023,TDU-02122,Leukaemia,Cancer,1 to under 15 years,8.0,Female,14,1.146128035678238
2023,TDU-02122,Leukaemia,Cancer,15 to under 20 years,17.5,Male,12,1.0791812460476249
2023,TDU-02122,Leukaemia,Cancer,15 to under 20 years,17.5,Female,5,0.6989700043360189
2023,TDU-02122,Leukaemia,Cancer,20 to under 25 years,22.5,Male,13,1.1139433523068367
2023,TDU-02122,Leukaemia,Cancer,20 to under 25 years,22.5,Female,8,0.9030899869919435
2023,TDU-02122,Leukaemia,Cancer,25 to under 30 years,27.5,Male,19,1.2787536009528289
2023,TDU-02122,Leukaemia,Cancer,25 to under 30 years,27.5,Female,9,0.9542425094393249
2023,TDU-02122,Leukaemia,Cancer,30 to under 35 years,32.5,Male,29,1.462397997898956
2023,TDU-02122,Leukaemia,Cancer,30 to under 35 years,32.5,Female,15,1.1760912590556813
2023,TDU-02122,Leukaemia,Cancer,35 to under 40 years,37.5,Male,18,1.255272505103306
2023,TDU-02122,Leukaemia,Cancer,35 to under 40 years,37.5,Female,14,1.146128035678238
2023,TDU-02122,Leukaemia,Cancer,40 to under 45 years,42.5,Male,46,1.662757831681574
2023,TDU-02122,Leukaemia,Cancer,40 to under 45 years,42.5,Female,28,1.4471580313422192
2023,TDU-02122,Leukaemia,Cancer,45 to under 50 years,47.5,Male,45,1.6532125137753437
2023,TDU-02122,Leukaemia,Cancer,45 to under 50 years,47.5,Female,21,1.3222192947339193
2023,TDU-02122,Leukaemia,Cancer,50 to under 55 years,52.5,Male,75,1.8750612633917
2023,TDU-02122,Leukaemia,Cancer,50 to under 55 years,52.5,Female,68,1.8325089127062364
2023,TDU-02122,Leukaemia,Cancer,55 to under 60 years,57.5,Male,140,2.146128035678238
2023,TDU-02122,Leukaemia,Cancer,55 to under 60 years,57.5,Female,106,2.0253058652647704
2023,TDU-02122,Leukaemia,Cancer,60 to under 65 years,62.5,Male,290,2.462397997898956
2023,TDU-02122,Leukaemia,Cancer,60 to under 65 years,62.5,Female,190,2.278753600952829
2023,TDU-02122,Leukaemia,Cancer,65 to under 70 years,67.5,Male,405,2.6074550232146687
2023,TDU-02122,Leukaemia,Cancer,65 to under 70 years,67.5,Female,228,2.357934847000454
2023,TDU-02122,Leukaemia,Cancer,70 to under 75 years,72.5,Male,642,2.807535028068853
2023,TDU-02122,Leukaemia,Cancer,70 to under 75 years,72.5,Female,375,2.574031267727719
2023,TDU-02122,Leukaemia,Cancer,75 to under 80 years,77.5,Male,710,2.8512583487190755
2023,TDU-02122,Leukaemia,Cancer,75 to under 80 years,77.5,Female,444,2.6473829701146196
2023,TDU-02122,Leukaemia,Cancer,80 to under 85 years,82.5,Male,1163,3.0655797147284485
2023,TDU-02122,Leukaemia,Cancer,80 to under 85 years,82.5,Female,818,2.912753303671323
2023,TDU-02122,Leukaemia,Cancer,85 years and over,90.0,Male,1131,3.053462604925455
2023,TDU-02122,Leukaemia,Cancer,85 years and over,90.0,Female,1194,3.0770043267933502
2023,TDU-022,Benign neoplasms,Cancer,35 to under 40 years,37.5,Female,3,0.47712125471966244
2023,TDU-022,Benign neoplasms,Cancer,40 to under 45 years,42.5,Male,7,0.8450980400142568
2023,TDU-022,Benign neoplasms,Cancer,40 to under 45 years,42.5,Female,4,0.6020599913279624
2023,TDU-022,Benign neoplasms,Cancer,45 to under 50 years,47.5,Male,8,0.9030899869919435
2023,TDU-022,Benign neoplasms,Cancer,45 to under 50 years,47.5,Female,9,0.9542425094393249
2023,TDU-022,Benign neoplasms,Cancer,50 to under 55 years,52.5,Male,5,0.6989700043360189
2023,TDU-022,Benign neoplasms,Cancer,50 to under 55 years,52.5,Female,13,1.1139433523068367
2023,TDU-022,Benign neoplasms,Cancer,55 to under 60 years,57.5,Male,23,1.3617278360175928
2023,TDU-022,Benign neoplasms,Cancer,55 to under 60 years,57.5,Female,20,1.3010299956639813
2023,TDU-022,Benign neoplasms,Cancer,60 to under 65 years,62.5,Male,20,1.3010299956639813
2023,TDU-022,Benign neoplasms,Cancer,60 to under 65 years,62.5,Female,24,1.380211241711606
2023,TDU-022,Benign neoplasms,Cancer,65 to under 70 years,67.5,Male,43,1.6334684555795864
2023,TDU-022,Benign neoplasms,Cancer,65 to under 70 years,67.5,Female,34,1.5314789170422551
2023,TDU-022,Benign neoplasms,Cancer,70 to under 75 years,72.5,Male,39,1.591064607026499
2023,TDU-022,Benign neoplasms,Cancer,70 to under 75 years,72.5,Female,38,1.5797835966168101
2023,TDU-022,Benign neoplasms,Cancer,75 to under 80 years,77.5,Male,56,1.7481880270062005
2023,TDU-022,Benign neoplasms,Cancer,75 to under 80 years,77.5,Female,53,1.724275869600789
2023,TDU-022,Benign neoplasms,Cancer,80 to under 85 years,82.5,Male,84,1.9242792860618816
2023,TDU-022,Benign neoplasms,Cancer,80 to under 85 years,82.5,Female,108,2.03342375548695
2023,TDU-022,Benign neoplasms,Cancer,85 years and over,90.0,Male,115,2.060697840353612
2023,TDU-022,Benign neoplasms,Cancer,85 years and over,90.0,Female,210,2.322219294733919
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,under 1 year,0.5,Male,4,0.6020599913279624
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,1 to under 15 years,8.0,Male,14,1.146128035678238
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,1 to under 15 years,8.0,Female,10,1.0
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,20 to under 25 years,22.5,Male,8,0.9030899869919435
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,20 to under 25 years,22.5,Female,10,1.0
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,25 to under 30 years,27.5,Male,5,0.6989700043360189
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,30 to under 35 years,32.5,Male,9,0.9542425094393249
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,30 to under 35 years,32.5,Female,11,1.0413926851582251
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,35 to under 40 years,37.5,Male,11,1.0413926851582251
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,35 to under 40 years,37.5,Female,12,1.0791812460476249
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,40 to under 45 years,42.5,Male,19,1.2787536009528289
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,40 to under 45 years,42.5,Female,15,1.1760912590556813
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,45 to under 50 years,47.5,Male,28,1.4471580313422192
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,45 to under 50 years,47.5,Female,15,1.1760912590556813
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,50 to under 55 years,52.5,Male,49,1.6901960800285136
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,50 to under 55 years,52.5,Female,29,1.462397997898956
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,55 to under 60 years,57.5,Male,84,1.9242792860618816
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,55 to under 60 years,57.5,Female,56,1.7481880270062005
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,60 to under 65 years,62.5,Male,119,2.0755469613925306
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,60 to under 65 years,62.5,Female,66,1.8195439355418688
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,65 to under 70 years,67.5,Male,163,2.2121876044039577
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,65 to under 70 years,67.5,Female,136,2.1335389083702174
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,70 to under 75 years,72.5,Male,205,2.311753861055754
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,70 to under 75 years,72.5,Female,179,2.2528530309798933
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,75 to under 80 years,77.5,Male,260,2.4149733479708178
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,75 to under 80 years,77.5,Female,235,2.3710678622717363
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,80 to under 85 years,82.5,Male,477,2.678518379040114
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,80 to under 85 years,82.5,Female,539,2.7315887651867388
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,85 years and over,90.0,Male,876,2.9425041061680806
2023,TDU-03,Diseases of the blood and blood-forming organs,Other,85 years and over,90.0,Female,1588,3.2008504980910772
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,under 1 year,0.5,Male,14,1.146128035678238
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,under 1 year,0.5,Female,8,0.9030899869919435
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,1 to under 15 years,8.0,Male,28,1.4471580313422192
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,1 to under 15 years,8.0,Female,39,1.591064607026499
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,15 to under 20 years,17.5,Male,12,1.0791812460476249
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,15 to under 20 years,17.5,Female,6,0.7781512503836436
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,20 to under 25 years,22.5,Male,15,1.1760912590556813
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,20 to under 25 years,22.5,Female,16,1.2041199826559248
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,25 to under 30 years,27.5,Male,28,1.4471580313422192
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,25 to under 30 years,27.5,Female,19,1.2787536009528289
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,30 to under 35 years,32.5,Male,51,1.7075701760979363
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,30 to under 35 years,32.5,Female,23,1.3617278360175928
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,35 to under 40 years,37.5,Male,99,1.99563519459755
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,35 to under 40 years,37.5,Female,36,1.5563025007672873
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,40 to under 45 years,42.5,Male,148,2.1702617153949575
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,40 to under 45 years,42.5,Female,60,1.7781512503836436
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,45 to under 50 years,47.5,Male,235,2.3710678622717363
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,45 to under 50 years,47.5,Female,106,2.0253058652647704
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,50 to under 55 years,52.5,Male,436,2.639486489268586
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,50 to under 55 years,52.5,Female,185,2.2671717284030137
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,55 to under 60 years,57.5,Male,734,2.8656960599160706
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,55 to under 60 years,57.5,Female,371,2.569373909615046
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,60 to under 65 years,62.5,Male,1187,3.074450718954591
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,60 to under 65 years,62.5,Female,547,2.737987326333431
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,65 to under 70 years,67.5,Male,1487,3.172310968521954
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,65 to under 70 years,67.5,Female,794,2.8998205024270964
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,70 to under 75 years,72.5,Male,1991,3.2990712600274095
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,70 to under 75 years,72.5,Female,1266,3.1024337056813365
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,75 to under 80 years,77.5,Male,2139,3.330210784571528
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,75 to under 80 years,77.5,Female,1630,3.2121876044039577
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,80 to under 85 years,82.5,Male,3493,3.5431985856376467
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,80 to under 85 years,82.5,Female,3727,3.57135939275384
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,85 years and over,90.0,Male,6282,3.798097932062486
2023,TDU-04,"Endocrine, nutritional and metabolic diseases",Other,85 years and over,90.0,Female,11925,4.076458387712152
2023,TDU-041,Diabetes mellitus,Other,1 to under 15 years,8.0,Female,5,0.6989700043360189
2023,TDU-041,Diabetes mellitus,Other,15 to under 20 years,17.5,Male,3,0.47712125471966244
2023,TDU-041,Diabetes mellitus,Other,20 to under 25 years,22.5,Male,5,0.6989700043360189
2023,TDU-041,Diabetes mellitus,Other,20 to under 25 years,22.5,Female,3,0.47712125471966244
2023,TDU-041,Diabetes mellitus,Other,25 to under 30 years,27.5,Male,10,1.0
2023,TDU-041,Diabetes mellitus,Other,25 to under 30 years,27.5,Female,3,0.47712125471966244
2023,TDU-041,Diabetes mellitus,Other,30 to under 35 years,32.5,Male,13,1.1139433523068367
2023,TDU-041,Diabetes mellitus,Other,30 to under 35 years,32.5,Female,7,0.8450980400142568
